# role=DOL_BASELINE	git=776619f88d2d5ce52f09ab956194fd519a41f985	pin=776619f88d2d5ce52f09ab956194fd519a41f985	pin_ok=true
direction	opcode_hex	opcode_dec	name	on_1127_route	version_route	implementing_lib	sender_or_handler	transport	provenance	caer_status	product_consumer	negatives
S2C	0xEA	234	TradeWindow	yes	PacketLib1127 vtable; layout from PacketLib1109 (not generic version support)	PacketLib1109	SendCloseTradeWindow,SendTradeWindow	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib1109.cs;GameServer/packets/Server/PacketLib168.cs	TYPED_DECODE	Drain	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xEE	238	ObjectDataUpdate	yes	PacketLib1127 vtable; layout from PacketLib171 (not generic version support)	PacketLib171	SendLivingDataUpdate	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib171.cs	TYPED_DECODE	-	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xEF	239	RegionSound	yes	PacketLib1127 vtable; layout from PacketLib168 (not generic version support)	PacketLib168	SendLevelUpSound,SendRegionEnterSound	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib168.cs	ABSENT	-	-
S2C	0xF0	240	CharacterCreateReply	yes	PacketLib1127 vtable; layout from PacketLib168 (not generic version support)	PacketLib168	SendCharCreateReply	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib168.cs	TYPED_DECODE	Drain	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xF3	243	TimerWindow	yes	PacketLib1127 vtable; layout from PacketLib168 (not generic version support)	PacketLib168	SendCloseTimerWindow,SendTimerWindow	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib168.cs	TYPED_DECODE	-	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xF5	245	SiegeWeaponInterface	yes	PacketLib1127 vtable; layout from PacketLib1124 (not generic version support)	PacketLib1124	SendSiegeWeaponCloseInterface,SendSiegeWeaponInterface	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib1124.cs;GameServer/packets/Server/PacketLib168.cs	TYPED_DECODE	-	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xF6	246	ChangeTarget	yes	PacketLib1127 vtable; layout from PacketLib168 (not generic version support)	PacketLib168	SendChangeTarget	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib168.cs	TYPED_DECODE	Drain	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xF7	247	HelpWindow	yes	PacketLib1127 vtable; layout from PacketLib168 (not generic version support)	PacketLib168	SendRentReminder,SendStarterHelp	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib168.cs	ABSENT	-	-
S2C	0xF9	249	EmoteAnimation	yes	PacketLib1127 vtable; layout from PacketLib168 (not generic version support)	PacketLib168	SendEmoteAnimation	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib168.cs	TYPED_DECODE	-	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xFA	250	MoneyUpdate	yes	PacketLib1127 vtable; layout from PacketLib168 (not generic version support)	PacketLib168	SendUpdateMoney	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib168.cs	TYPED_DECODE	Drain	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xFB	251	StatsUpdate	yes	PacketLib1127 vtable; layout from PacketLib175 (not generic version support)	PacketLib175	SendCharResistsUpdate,SendCharStatsUpdate	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib175.cs	TYPED_DECODE	-	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xFC	252	CharacterOverview	yes	PacketLib1127 vtable; layout from PacketLib1126 (not generic version support)	PacketLib1126	SendCharacterOverview	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib1126.cs	TYPED_DECODE	Drain	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0xFE	254	Realm	yes	PacketLib1127 vtable; layout from PacketLib1125 (not generic version support)	PacketLib1125	SendRealm	TCP	OPEN_ORACLE:GameServer/packets/Server/PacketLib1125.cs	TYPED_DECODE	Drain	malformed payload → ServerEvent::Raw (short-read must fail closed)
S2C	0x05	5	HousingPermissions	no	not on PacketLib1127 vtable	-	-	-	OPEN_ORACLE:GameServer/packets/Server/IPacketLib.cs	ABSENT	-	eServerPackets name not written by any surviving PacketLib1127 vtable method.
S2C	0x18	24	HouseDecorationRotate	no	not on PacketLib1127 vtable	-	-	-	OPEN_ORACLE:GameServer/packets/Server/IPacketLib.cs	ABSENT	-	eServerPackets name not written by any surviving PacketLib1127 vtable method.
S2C	0x59	89	MinotaurRelicRealm	no	not on PacketLib1127 vtable	-	-	-	OPEN_ORACLE:GameServer/packets/Server/IPacketLib.cs	ABSENT	-	eServerPackets name not written by any surviving PacketLib1127 vtable method.
S2C	0x9E	158	ClientRegions	no	not on PacketLib1127 vtable	-	-	-	OPEN_ORACLE:GameServer/packets/Server/IPacketLib.cs	ABSENT	-	PacketLib168/173 SendRegions used ClientRegions 0x9E; 1.127 vtable is PacketLib1124/1126 SendRegions → ClientRegion 0xB1.
S2C	0xA9	169	PlayerPosition	no	not on PacketLib1127 vtable	-	-	-	OPEN_ORACLE:GameServer/packets/Server/IPacketLib.cs	CODED_BUT_NOT_1127_VTABLE	-	PacketLib1124.SendPlayerForgedPosition is a no-op on 1.124+ (`doesn't work in 1.124+`). Not 1.127 wire.
S2C	0xBA	186	PlayerHeading	no	not on PacketLib1127 vtable	-	-	-	OPEN_ORACLE:GameServer/packets/Server/IPacketLib.cs	ABSENT	-	eServerPackets name not written by any surviving PacketLib1127 vtable method.
S2C	0xD4	212	PlayerCreate	no	not on PacketLib1127 vtable	-	-	-	OPEN_ORACLE:GameServer/packets/Server/IPacketLib.cs	ABSENT	-	PacketLib168.SendPlayerCreate uses 0xD4; 1.127 vtable override is PacketLib1124.SendPlayerCreate → PlayerCreate172 0x4B. Not 1.127 wire.
S2C	0xFD	253	CharacterOverview	no	not on PacketLib1127 vtable	-	-	-	OPEN_ORACLE:GameServer/packets/Server/IPacketLib.cs	ABSENT	-	PacketLib168/173 SendCharacterOverview uses 0xFD; 1.127 vtable is PacketLib1126 → CharacterOverview1126 0xFC. Not 1.127 wire.
C2S	0x00	0	HouseMenuRequest	yes	v168 handler; inner gates mention 1127	Client/v168	HousingMenuRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HousingMenuRequestHandler.cs	ABSENT	-	-
C2S	0x01	1	HouseEdit	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HouseEditHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HouseEditHandler.cs	ABSENT	-	-
C2S	0x03	3	HouseUserPermissionRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HouseUsersPermissionsRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HouseUsersPermissionsRequestHandler.cs	ABSENT	-	-
C2S	0x05	5	HousePermissionRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HousePermissionsRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HousePermissionsRequestHandler.cs	ABSENT	-	-
C2S	0x06	6	HouseUserPermissionSet	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HouseUsersPermissionsSetHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HouseUsersPermissionsSetHandler.cs	ABSENT	-	-
C2S	0x07	7	HousePermissionSet	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HousePermissionsSetHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HousePermissionsSetHandler.cs	ABSENT	-	-
C2S	0x0B	11	HouseEnterLeave	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HouseEnterLeaveHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HouseEnterLeaveRequestHandler.cs	ABSENT	-	-
C2S	0x0C	12	HousePlaceItem	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HousingPlaceItemHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HousingPlaceItemHandler.cs	ABSENT	-	-
C2S	0x0D	13	PlayerPickupHouseItem	yes	v168 handler; inner gates mention 1125	Client/v168	HousingPickupItemHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HousingPickupItemHandler.cs	ABSENT	-	-
C2S	0x0E	14	HouseDecorationRotate	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HousingDecorationRotateHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HousingDecorationRotate.cs	ABSENT	-	-
C2S	0x10	16	CharacterSelectRequest	yes	v168 handler; inner gates mention 1126,1125,173,171	Client/v168	CharacterSelectRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/CharacterSelectRequestHandler.cs	TYPED_ENCODE	-	unread Skip() fields are not 1.127 contract unless an external peer depends on them
C2S	0x11	17	MarketSearchRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerMarketSearchRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerMarketSearchRequestHandler.cs	ABSENT	-	unread Skip() fields are not 1.127 contract unless an external peer depends on them
C2S	0x14	20	UDPInitRequest	yes	v168 handler; inner gates mention 1124	Client/v168	UDPInitRequestHandler	UDP	OPEN_ORACLE:GameServer/packets/Client/168/UDPInitRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x18	24	HouseDecorationRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	HousingDecorationRotateRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/HousingDecorationRotateRequestHandler.cs	ABSENT	-	-
C2S	0x1A	26	SetMarketPrice	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerSetMarketPriceHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerSetMarketPrice.cs	ABSENT	-	-
C2S	0x1C	28	WithDrawMerchantMoney	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerWithdrawMerchantMoney	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerWithdrawMerchantMoney.cs	ABSENT	-	-
C2S	0x37	55	ClientCrash	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	ClientCrashPacketHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/ClientCrashPacketHandler.cs	CODED	-	malformed path may Disconnect
C2S	0x40	64	QuestRewardChosen	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	QuestRewardChosenHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/QuestRewardChosenHandler.cs	TYPED_ENCODE	-	-
C2S	0x48	72	ShowWarmapRequest	yes	v168 handler; inner gates mention 190	Client/v168	WarmapShowRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/warmapshowrequesthandler.cs	ABSENT	-	-
C2S	0x4C	76	MinotaurRelicWindow	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	MinotaurRelicWindowHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/MinotaurRelicWindowHandler.cs	ABSENT	-	-
C2S	0x4F	79	RemoveQuestRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	QuestRemoveRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/QuestRemoveRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x53	83	TrainHandler	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerTrainHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerTrainRequestHandler.cs	ABSENT	-	-
C2S	0x64	100	BuyHookPoint	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	BuyHookPointHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/BuyHookPointHandler.cs	ABSENT	-	-
C2S	0x66	102	WarmapBonusRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	WarmapBonusesRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/warmapbonusesrequesthandler.cs	ABSENT	-	-
C2S	0x6F	111	KeepComponentInteract	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	KeepComponentInteractHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/KeepComponentInteractHandler.cs	ABSENT	-	-
C2S	0x71	113	UseSlot	yes	v168 handler; inner gates mention 1124	Client/v168	UseSlotHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/UseSlotHandler.cs	TYPED_ENCODE	-	-
C2S	0x74	116	PlayerAttackRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerAttackRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerAttackRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x76	118	RemoveConcentrationEffect	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	RemoveConcentrationEffectHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/RemoveConcentrationEffectHandler.cs	TYPED_ENCODE	-	-
C2S	0x78	120	BuyRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerBuyRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerBuyRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x79	121	SellRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerSellRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerSellRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x7A	122	ObjectInteractRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	ObjectInteractRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/ObjectInteractRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x7B	123	TrainWindowHandler	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerTrainWindowHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerTrainRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x7C	124	TrainRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerTrainRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerTrainRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x7D	125	UseSpell	yes	v168 handler; inner gates mention 1124,171	Client/v168	UseSpellHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/UseSpellHandler.cs	CODED	-	-
C2S	0x80	128	DestroyItemRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	DestroyItemRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/DestroyItemRequestHandler.cs	TYPED_ENCODE	-	unread Skip() fields are not 1.127 contract unless an external peer depends on them
C2S	0x82	130	DialogResponse	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	DialogResponseHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/DialogResponseHandler.cs	TYPED_ENCODE	-	-
C2S	0x84	132	LookingForGroupFlag	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	LookingForAGroupFlagHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/LookingForAGroupFlagHandler.cs	ABSENT	-	-
C2S	0x85	133	LookingForGroup	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	LookingForAGroupHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/LookingForAGroupHandler.cs	ABSENT	-	-
C2S	0x87	135	InviteToGroup	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	InviteToGroupHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/InviteToGroupHandler.cs	TYPED_ENCODE	-	-
C2S	0x8A	138	PetWindow	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PetWindowHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PetWindowHandler.cs	CODED	-	-
C2S	0x90	144	PlayerRegionChangeRequest	yes	v168 handler; inner gates mention 1126	Client/v168	PlayerRegionChangeRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/RegionChangeRequestHandler.cs	CODED	-	-
C2S	0x99	153	DoorRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	DoorRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/DoorRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x9D	157	RegionListRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	RegionListRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/RegionListRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0x9F	159	DisbandFromGroup	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	DisbandFromGroupHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/DisbandFromGroupHandler.cs	TYPED_ENCODE	-	-
C2S	0xA3	163	PingRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PingRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PingRequestHandler.cs	TYPED_ENCODE	-	unread Skip() fields are not 1.127 contract unless an external peer depends on them
C2S	0xA5	165	ObjectUpdateRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	ObjectUpdateRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/ObjectUpdateRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xA7	167	LoginRequest	yes	v168 handler; inner gates mention 1126,1124,1115,173,171	Client/v168	LoginRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/LoginRequestHandler.cs	TYPED_ENCODE	-	malformed path may Disconnect; unread Skip() fields are not 1.127 contract unless an external peer depends on them
C2S	0xA9	169	PositionUpdate	yes	v168 handler; inner gates mention 1127,1124,1112,190,188	Client/v168	PlayerPositionUpdateHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerPositionUpdateHandler.cs	TYPED_ENCODE	-	malformed path may Disconnect; unread Skip() fields are not 1.127 contract unless an external peer depends on them
C2S	0xAF	175	CommandHandler	yes	v168 handler; inner gates mention 1127	Client/v168	PlayerCommandHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerCommandHandler.cs	TYPED_ENCODE	-	unread Skip() fields are not 1.127 contract unless an external peer depends on them
C2S	0xB0	176	PlayerTarget	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerTargetHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerTargetHandler.cs	TYPED_ENCODE	-	-
C2S	0xB5	181	PickUpRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerPickUpRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerPickUpRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xBA	186	PlayerHeadingUpdate	yes	v168 handler; inner gates mention 1127,1124	Client/v168	PlayerHeadingUpdateHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerHeadingUpdateHandler.cs	CODED	-	-
C2S	0xBB	187	UseSkill	yes	v168 handler; inner gates mention 1124	Client/v168	UseSkillHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/UseSkillHandler.cs	TYPED_ENCODE	-	-
C2S	0xBE	190	CreateNPCRequest	yes	v168 handler; inner gates mention 1126	Client/v168	NPCCreationRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/NPCCreationRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xBF	191	GameOpenRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	GameOpenRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/GameOpenRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xC0	192	CharacterDeleteRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	CharacterDeleteRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/CharacterDeleteRequestHandler.cs	CODED	-	-
C2S	0xC2	194	literal_0xC2	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	BadNameCheckRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/BadNameCheckRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xC7	199	PlayerSitRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerSitRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerSitRequest.cs	TYPED_ENCODE	-	-
C2S	0xC8	200	PlayerDismountRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerDismountRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerDismountRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xCA	202	BonusesListRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerBonusesListRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerBonusesListRequestHandler.cs	ABSENT	-	-
C2S	0xCB	203	DuplicateNameCheck	yes	v168 handler; inner gates mention 1126	Client/v168	DupNameCheckRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/DuplicateNameCheckRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xD0	208	CheckLOSRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	CheckLOSResponseHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/checklosrequesthandler.cs	TYPED_ENCODE	-	-
C2S	0xD4	212	WorldInitRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	WorldInitRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/WorldInitRequestHandler.cs	TYPED_ENCODE	-	malformed path may Disconnect
C2S	0xD5	213	CreatePlayerRequest	yes	v168 handler; inner gates mention 1126	Client/v168	PlayerCreationRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerCreationRequestHandler.cs	TYPED_ENCODE	-	malformed path may Disconnect
C2S	0xD8	216	DetailRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	DetailDisplayHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/DetailDisplayHandler.cs	TYPED_ENCODE	-	-
C2S	0xDD	221	PlayerMoveItem	yes	v168 handler; inner gates mention 178	Client/v168	PlayerMoveItemRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerMoveItemRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xE0	224	PlayerAppraiseItemRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerAppraiseItemRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerAppraiseItemRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xE2	226	EmblemDialogResponse	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	EmblemDialogReponseHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/EmblemDialogReponseHandler.cs	ABSENT	-	-
C2S	0xE4	228	ShipHookPoint	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	ShipHookpointInteractHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/ShipHookpointInteract.cs	ABSENT	-	-
C2S	0xE8	232	PlayerInitRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerInitRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerInitRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xEB	235	ModifyTrade	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerModifyTradeHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerModifyTradeHandler.cs	TYPED_ENCODE	-	-
C2S	0xEC	236	PlayerGroundTarget	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	PlayerGroundTargetHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerGroundTargetHandler.cs	TYPED_ENCODE	-	-
C2S	0xED	237	CraftRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	MakeProductHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/MakeProductHandler.cs	TYPED_ENCODE	-	-
C2S	0xF2	242	UDPPingRequest	yes	v168 handler; inner gates mention 1124	Client/v168	UDPPingRequestHandler	UDP	OPEN_ORACLE:GameServer/packets/Client/168/UDPPingRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xF4	244	CryptKeyRequest	yes	v168 handler; inner gates mention 1115	Client/v168	CryptKeyRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/CryptKeyRequestHandler.cs	TYPED_ENCODE	-	unread Skip() fields are not 1.127 contract unless an external peer depends on them
C2S	0xF5	245	SiegeCommandRequest	yes	v168 handler loaded for all versions including 1.127 (no inner version gate)	Client/v168	SiegeWeaponActionHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/SiegeWeaponActionHandler.cs	TYPED_ENCODE	-	-
C2S	0xF8	248	PlayerCancelsEffect	yes	v168 handler; inner gates mention 1109	Client/v168	PlayerCancelsEffectHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/PlayerCancelsEffectHandler.cs	TYPED_ENCODE	-	-
C2S	0xFC	252	CharacterOverviewRequest	yes	v168 handler; inner gates mention 1124	Client/v168	CharacterOverviewRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/CharacterOverviewRequestHandler.cs	TYPED_ENCODE	-	-
C2S	0xFF	255	CharacterCreateRequest	yes	>=1124 → _HandlePacket1124 / CreationCharacterData1124 (Race=b&0x1F, gender bit7); 1126 region byte after equipment. Pre-1124 layout is NOT 1.127 wire.	Client/v168	CharacterCreateRequestHandler	TCP	OPEN_ORACLE:GameServer/packets/Client/168/CharacterCreateRequestHandler.cs	TYPED_ENCODE	-	stale comment above startRaceGender1 describes pre-1124 4bit-race/gender-bit4 layout; 1124+ decoder is Race=b&0x1F gender=(b>>7)&1; malformed/hack path may BanAccount+Disconnect; unread Skip() fields are not 1.127 contract unless an external peer depends on them
